id	mantra
60987	yadi vā nadyas tiraḥ
60988	yadi vā puruṣeṣitāḥ
60989	yadi vā puruṣaiḥ kṛtā
60990	yadi vāyus tatapa pūruṣasya
60991	yadi vā rājño varuṇasyāsi putraḥ
60992	yadi vāruṇy asi varuṇāt tvā niṣkrīṇāmi
60993	yadi vāruṇy asi varuṇāya tvā parikrīṇāmy ahaṃ tataḥ, vasubhyo'thavā rudrebhya ādityebhyo'thavā punaḥ
60994	yadi vāśmā prahṛto jaghāna
60995	yadi vāsi tirojanam
60996	yadi vāsi traikakudam
60997	yadi vāsi devakṛtā
60998	yadi vāsi nyarbudam
60999	yadi vāsi rataḥ puruṣantikāme
61000	yadi vāsi saktaḥ puruṣasya māṃse
61001	yadi vāham anṛtadeva āsa
61002	yadi vīro anu ṣyāt
61003	yadi vṛkṣād abhyapaptat phalam
61004	yadi vṛkṣād yady antarikṣāt
61005	yadi vṛkṣeṣu yadi volapeṣu
61006	yadi vetthāsato gṛhān
61007	yadi śīrṇaṃ yadi dyuttam
61008	yadi śoko yadi vābhiśokaḥ
61009	yadi śrāto juhotana
61010	yadi ṣaḍvṛṣo'si sṛjāraso'si
61011	yad iṣṭaṃ yat parādānam
61012	yadi saptavṛṣo'si sṛjāraso'si
61013	yadi samityāṃ nṛpatiḥ sakhā naḥ
61014	yadi sūrya udite yadi vā manuṣyavat
61015	yadi somasyāsi rājñaḥ somāt tvā rājño'dhikrīṇāmi
61016	yadi saumy asi somāt tvā niṣkrīṇāmi
61017	yadi stutaṃ yadi vādya suṣṭutam
61018	yadi stutasya maruto adhītha
61019	yadi stotāraḥ śataṃ yat sahasram
61020	yadi stotur maghavā śṛṇavad dhavam
61021	yadi stomaṃ mama śravat
61022	yadi strī yadi vā pumān
61023	yadi stha kṣetriyāṇām
61024	yadi stha tamasāvṛtāḥ
61025	yadi stha dasyubhyo jātāḥ
61026	yadi svapan yadi jāgrat
61027	yadi haṃsy aśvam
61028	yad iha ghoraṃ yad iha krūraṃ yad iha pāpaṃ tac chāntaṃ tac chivaṃ sarvam eva śam astu naḥ
61029	yadi hanat kathaṃ hanat
61030	yadi hutāṃ yady ahutām
61031	yad ihonam akarma yad atyarīricāma prajāpatiṃ tat pitaram apy etu
61032	yad īṃ vajrasya prabhṛtau dadābha
61033	yad īṃ śṛṇoty alakaṃ śṛṇoti
61034	yad īṃ sabādhaḥ pitaraṃ na putrāḥ
61035	yad īṃ sukṣatra prabhṛtā madasya
61036	yad īṃ sujātaṃ vṛṣaṇo vo asti
61037	yad īṃ sutā amandiṣuḥ
61038	yad īṃ sutāsa indavaḥ
61039	yad īṃ sumitrā viśo agra indhate
61040	yad īṃ suvāte uṣasā virūpe
61041	yad īṃ sūryaṃ na harito vahanti
61042	yad īṃ somaḥ pṛṇati dugdho aṃśuḥ
61043	yad īṃ somā babhrudhūtā amandan
61044	yad īṃ somāsaḥ suṣutā amandan
61045	yad īṃ hanat kathaṃ hanat
61046	yad īkṣe tad vananti mā
61047	yadī gobhir vasāyate
61048	yadī ghṛtaṃ marutaḥ pruṣṇuvanti
61049	yadī ghṛtebhir āhutaḥ
61050	yad īṃ gachanty uśatīr apiṣṭhitam
61051	yad īṃ gaṇaṃ bhajate suprayāvabhiḥ
61052	yad īṃ gaṇasya raśanām ajīgaḥ
61053	yad īṃ gṛbhītatātaye
61054	yadī tuñjanti bhūrṇayaḥ
61055	yadīto yānti saṃprati
61056	yadīdaṃ strī pumān akaḥ
61057	yadīd agne prati tvaṃ deva haryāḥ
61058	yadīdaṃ divo yadi vā pṛthivyāḥ
61059	yadīdaṃ devo diva ājagāma
61060	yadīdam ṛtukāmya
61061	yadīdaṃ bhaktaṃ yadi vā vibhaktam
61062	yadīdaṃ mātur yadi vā pitur naḥ
61063	yadīd ahaṃ yudhaye saṃnayāni
61064	yadīd idaṃ maruto mārutena
61065	yadī devasya śravasā sado viduḥ
61066	yadīnṛṇaṃ saṃgaro devatāsu
61067	yadī pavitre adhi mṛjyate hariḥ
61068	yadī bhūmiṃ janayan viśvakarmā
61069	yadī bhṛgubhyaḥ pari mātariśvā
61070	yad īm anu pradivo madhva ādhave
61071	yadī manthanti bāhubhir vi rocate
61072	yad īm arbhe mahati vā hitāsaḥ
61073	yadī marmṛjyate dhiyaḥ
61074	yad īm aha trito divi
61075	yad īmahe ati dviṣaḥ
61076	yadī mātaro janayanta vahnim
61077	yadī mātur upa svasā
61078	yad īm āśur vahati deva etaśaḥ
61079	yad īm indraṃ śamy ṛkvāṇa āśata
61080	yad īm indra śravāyyam
61081	yad īm upa hvarate sādhate matiḥ
61082	yad īm uśantam uśatām anu kratum
61083	yad īm uśann uśatīr ety acha
61084	yad īm uśmasi kartave karat tat
61085	yadī mṛjanti sugabhastayo naraḥ
61086	yad īm ṛṇvanti vedhasaḥ
61087	yad īm ṛtasya payasā piyānaḥ
61088	yad īm ṛtāya bharatho yad arvate
61089	yadīme keśino janāḥ
61090	yad īm enāṃ uśato abhy avarṣīt
61091	yad īṃ brahmabhya id dadaḥ
61092	yad īṃ mṛgāya hantave mahāvadhaḥ
61093	yadīyaṃ duhitā tava
61094	yadī vardhanti prasvo ghṛtena
61095	yadī vahanty āśavaḥ
61096	yadī vājasya gomataḥ
61097	yadī vājāya sudhyo vahanti
61098	yadī vivasvato dhiyaḥ
61099	yadī viśo mānuṣīr devayantīḥ
61100	yadī viśo vṛṇate dasmam āryāḥ
61101	yadī vedhasaḥ samithe havante
61102	yad īśāno brahmaṇā veṣi me havam
61103	yad īśīyāmṛtānām
61104	yadīṣito yadi vā svakāmī
61105	yadī sakhāyā sakhyāya somaiḥ
61106	yadī sutebhir indubhiḥ
61107	yad ugram in maghavā viśvahāvet
61108	yad ugro dhā bādhito martyeṣu
61109	yad ucchiṣṭam abhojyam
61110	yad uttataṃ ni tat tanu
61111	yad uttame maruto madhyame vā
61112	yad uttaradrāv uparaś ca khādataḥ
61113	yad utpatan vadasi karkarir yathā
61114	yad udañco vṛṣākape
61115	yad udaraṃ varuṇasya
61116	yad udīrata ājayaḥ
61117	yad ud udvata un nivataḥ śakeyam
61118	yad udeti vi bhāsati
61119	yad u devī sarasvatī
61120	yad udghnanto jihiṃsima
61121	yad udghnanto jihiṃsima krūram asyāḥ
61122	yad udyate vasavo yac ca śasyate
61123	yad udrudhyati puruṣaḥ
61124	yad udvato nivato yāsi bapsat
61125	yad upāvati ciccikaḥ
61126	yad ulūko vadati mogham etat
61127	yad uvakthānṛtam
61128	yad u vittaṃ na tad ghasaḥ
61129	yad uṣa auchaḥ prathamā vibhānām
61130	yad uṣo yāsi bhānunā
61131	yadus turvaś ca māmahe
61132	yad usriyāṇām apa vār iva vran
61133	yad usriyā sacata pūrvyaṃ gauḥ
61134	yad usriyāsv āhutaṃ ghṛtaṃ payaḥ
61135	yad ūdho ye ca te stanāḥ
61136	yad ūnaṃ yad vātrātiriktam
61137	yad ūrdhvas tiṣṭhā draviṇeha dhattāt
61138	yad ūvadhyam udarasyāpavāti
61139	yad ūṣā tamasā yuktā
61140	yad ṛcā sāmnā yajuṣā
61141	yad ṛchajo vanaspate
61142	yad ṛte cid abhiśriṣaḥ
61143	yad eka ekam akṛṇor ayajñam
61144	yad ekaṃ jyotir bahudhā vi bhāti
61145	yad ekam avyaktam anantarūpam
61146	yad ekasyādhi dharmaṇi
61147	yad ekena kratunā vindase vasu
61148	yad eko viśvaṃ pari bhūma jāyase
61149	yad ejati jagati yac ca ceṣṭati nāmno bhāgo yan nāmne svāhā
61150	yad ejati patati yac ca tiṣṭhati
61151	yad ejati patati yat patatriṣu
61152	yad ejati prajāpatiḥ
61153	yad ejatha svabhānavaḥ
61154	yad ejathā maruto rukmavakṣasaḥ
61155	yad etad dhṛdayaṃ tava
61156	yad etad bhāti maṅgalam
61157	yad etad bhūtāny anvāviśya
61158	yad etad vṛkaso bhūtvā
61159	yad etaśebhiḥ patarai ratharyasi
61160	yad etaśebhir īyase
61161	yad etaśo vahati dhūrṣu yuktaḥ
61162	yaded adevīr asahiṣṭa māyāḥ
61163	yaded antā adadṛhanta pūrve
61164	yaded ayukta haritaḥ sadhasthāt
61165	yaded astambhīt prathayann amūṃ divam
61166	yaded enam adadhur yajñiyāsaḥ
61167	yad enaṃ dyaur janayat suretāḥ
61168	yad enam ete devāḥ prāpadyanta
61169	yad enaś cakṛmā nūtanaṃ yat purāṇam
61170	yad enaś cakṛmā vayam
61171	yad enaś cakṛvān baddha eṣaḥ
61172	yad enaso mātṛkṛtāt
61173	yad emi prasphurann iva
61174	yad eyatha pareyatha
61175	yad eva kiṃ ca pratijagrahāham
61176	yad eṣāṃ vṛṣṭir asarji
61177	yad eṣāṃ śreṣṭhaṃ yad aripram āsīt
61178	yad eṣām agraṃ jagatām irajyasi
61179	yad eṣām anyo anyasya vācam
61180	yad eṣāṃ pṛṣatī rathe
61181	yad eṣi yan niṣīdasi
61182	yadaita tvaramāṇāḥ
61183	yadaitam anupaśyati
61184	yad ait kṛṇvāno mahimānam indriyam
61185	yad aiṣi manasā dūram
61186	yado gachāty asunītim etām
61187	yadottamat tantubaddhāya nāvadvāsaḥ pūrvayāvat pururūpapeśaḥ
61188	yad oṣadhayaḥ saṃgachante
61189	yad oṣadhībhiḥ puruṣān paśūṃś ca
61190	yad oṣadhībhyaḥ pari jāyate viṣam
61191	yad oṣadhībhyaḥ saṃbharanti
61192	yad oṣadhīr atyasṛpad yad āpaḥ
61193	yad oṣadhīr abhisṛṣṭo vanāni ca
61194	yad oṣadhīṣu purudaṃsasā kṛtam
61195	yad oṣadhīṣv apsv ā yajatra
61196	yad ohate varuṇo mitro aryamā
61197	yad gavyantā dvā janā
61198	yad gāyatrīṃ bṛhatīm arkam asmai
61199	yad gāyatre adhi gāyatram āhitam
61200	yad girāmi saṃ girāmi
61201	yad giriṣu parvateṣu
61202	yad guggulu saindhavam
61203	yad gṛhītam avijñātam
61204	yad gojid dhanajid aśvajid yat
61205	yad gopāvad aditiḥ śarma bhadram
61206	yad gobhir indo camvoḥ samajyase
61207	yad gobhir vāsayiṣyase
61208	yad gomāyū vadato jātavedaḥ
61209	yad goṣu yac ca no gṛhe
61210	yad goṣṭhe yac ca śevadhau
61211	yad goṣv aśvinā varcaḥ
61212	yad goṣv oṣadhīṣv apsu
61213	yad grāme yad araṇye
61214	yad gharmaḥ paryavartayat
61215	yad gharme
61216	yad daṇḍena yad iṣvā
61217	yad dattaṃ yat parādānam
61218	yad dattaṃ yā ca dakṣiṇā
61219	yad dadāti tad evāsya
61220	yad dadhiṣe pradivi cārv annam
61221	yad dadhiṣe manasyasi
61222	yad daṃpatī samanasā kṛṇoṣi
61223	yad dāruṇi badhyase yac ca rajjvām
61224	yad dāśuṣe daśasyasi
61225	yad digdhaṃ yac ca dehyam
61226	yad ditsasi stuto magham
61227	yad ditsasi stuvate māvate vasu
61228	yad didīkṣe manasā yac ca vācā
61229	yad didyavaḥ pṛtanāsu prakrīḍān
61230	yad didhṛkṣema vajrahasta rodasī
61231	yad divaḥ
61232	yad divā ca naktaṃ cainaś cakṛma tasyāvayajanam asi
61233	yad divi cakrathuḥ payaḥ
61234	yad dīdayac chavasa ṛtaprajāta
61235	yad dudrohitha śepiṣe
61236	yad durbhagāṃ prasnapitām
61237	yad duṣkṛtaṃ yac chamalam
61238	yad dūre sann ihābhavaḥ
61239	yaddevatyaḥ somas taddevatyāḥ paśavaḥ
61240	yad devatrā haviḥ syāt
61241	yad devayantam avathaḥ śacībhiḥ
61242	yad devayanto dadhati prayāṃsi te
61243	yad devasthānam asṛjanta sāma
61244	yad devasya śavasā prāriṇāḥ
61245	yad devasya savituḥ pavitram
61246	yad devā adaḥ salile
61247	yad devā devam ayajanta viśve
61248	yad devā devaheḍanam
61249	yad devā devān haviṣāyajanta
61250	yad devānāṃ cakṣuṣa āgasīnam
61251	yad devānāṃ cakṣuṣy āgo asti
61252	yad devānāṃ tryāyuṣam
61253	yad devānāṃ mitramahaḥ purohitaḥ
61254	yad devān nāthito huve
61255	yad devān prāṇayo nava
61256	yad devāpiḥ śaṃtanave purohitaḥ
61257	yad devā yatayo yathā
61258	yad devāḥ śarma śaraṇam
61259	yad devāso avikṣata
61260	yad devāso lalāmagum
61261	yad deveṣu dhārayathā asuryam
61262	yad deveṣu pitṛṣu manuṣyeṣv enaś cakārāyam
61263	yad devair brahmaṇā kṛtam
61264	yad devair viditaṃ purā
61265	yad daivyam ṛṇam ahaṃ babhūva
61266	yad dyāva indra te śatam
61267	yad druhyavy anavi turvaśe yadau
61268	yad druhyuṣv anuṣu pūruṣu sthaḥ
61269	yad dvipāc ca catuṣpāc ca
61270	ya(d) dvyekaṃ ya(t) tryekam
61271	yad dhaṃsi vṛtram ojasā śacīpate
61272	yad dha krāṇā iradhyai
61273	yad dha krāṇā vivasvati
61274	yad dha kṣaye maghonām
61275	yad dha kṣumantaḥ śavasā samāyan
61276	yad dha te viśvā girayaś cid abhvāḥ
61277	yad dha tyad vāṃ purumīḍhasya sominaḥ
61278	yad dha tyan mitrāvaruṇāv ṛtād adhi
61279	yad dha tyaṃ māyinaṃ mṛgam
61280	yad dha tyām aṅgirobhyaḥ
61281	yad dha devā bhavatha viśva indre
61282	yad dha dyāvāpṛthivī āviveśīḥ
61283	yad dhanaṃ kāmayāmahe
61284	yad dha nūnaṃ yad vā yajñe
61285	yad dha nūnaṃ parāvati
61286	yad dha prabhāsi kṛtvyāṃ anu dyūn
61287	yad dha prasarge trikakuṃ nivartat
61288	yad dha prācīr ajaganta
61289	yad dha yānti marutaḥ
61290	yad dhariṇo yavam atti
61291	yad dhaviṣyam ṛtuśo devayānam
61292	yad dha śuṣṇasya dambhayaḥ
61293	yad dha śūra vṛṣamaṇaḥ parācaiḥ
61294	yad dha sā te panīyasī
61295	yad dha sūnuḥ śravase nāma dadhe
61296	yad dhastayoḥ śamitur yan nakheṣu
61297	yad dhastābhyāṃ cakṛma kilbiṣāṇi
61298	yad dha sya mānuṣo janaḥ
61299	yad dha syā ta indra śruṣṭir asti
61300	yad dha syā te panīyasī
61301	yad dhāvanti punate tad āpaḥ
61302	yad dhāvasi triyojanam
61303	yad dhitaṃ māva pādi tat
61304	yad dhiraṇyaṃ sūryeṇa suvarṇam
61305	yad dhṛtaṃ yat parābhṛtam
61306	yad baṃhiṣṭhaṃ nātividhe sudānū
61307	yad baddham iha veha vā
61308	yad babhūva galantyaśaḥ
61309	yad bāhyaṃ tad antaram
61310	yad brahmacarye yat snātacarye
61311	yad brahmaṇaś śṛṇavo bhūḥ
61312	yad brahmaṇi rājani vā yajatrā
61313	yad brahmabhir yad ṛṣibhiḥ
61314	yad brahmabhyaḥ pradīyate
61315	yad brāhmaṇānāṃ brahmaṇi vrataṃ yad agnes sendrasya saprajāpatikasya sadevasya sadevarājasya samanuṣyasya samanuṣyarājasya sapitṛkasya sapit ṝājasya sagandharvāpsaraskasya yan ma ātmana ātmani vrataṃ tenāhaṃ sarvavrato bhūyāsam
61316	yad brāhmaṇāḥ saṃyajante sakhāyaḥ
61317	yad brāhmaṇāḥ saṃbharanti
61318	yad bhadraṃ yad anāturam
61319	yad bhadraṃ tan na ā suva
61320	yad bhadrasya puruṣasya
61321	yad bhūtaṃ yac ca bhavyam
61322	yad bhūtaṃ yad vā bhāvyam
61323	yad bhūtaṃ bhaviṣyac cāpi sarvam
61324	yad bhūtaṃ bhavyam āsanvat
61325	yad bhūmiṃ vy avartayat
61326	yad bhūmeḥ krūraṃ tad ito harāmi
61327	yad bhūmer hṛdayaṃ divi candramasi śritam
61328	yad bhūmyāṃ badhyase yac ca vācā
61329	yad bheṣajaṃ kṛṇumahe tanūṣu
61330	yady agniḥ kravyād yadi vā vyāghryaḥ
61331	yad-yaj jāyā pacati tvat paraḥ-paraḥ
61332	yad-yat kṛṣṇaḥ śakuna eha gatvā
61333	yad-yat kravyād gṛhyed yadi
61334	yad-yat tvam atra manasānu vettha
61335	yad-yad ejati prāvṛṣi
61336	yad-yad aichat prajāpatau
61337	yad-yad dyuttaṃ likhitam arpaṇena
61338	yad-yad yāmi tad ā bhara
61339	yad-yad reto adhi vāṃ saṃbabhūva
61340	yady antarikṣāt sa u vāyur eva
61341	yady antarikṣād yadi pārthivo yaḥ
61342	yady antarikṣe yadi vāta āsa
61343	yady anyadhīyate pūrvadhīyate taṃ pratigrāmanty ahāni pañcaviṃśatir yair vai saṃvatsaro mitaḥ
61344	yady arcir yadi vāsi śociḥ
61345	yady avāre yadi vā gha pāre
61346	yad yaśo'psarasām indraḥ
61347	yady aśrāto mamattana
61348	yady aśvaṃ yadi pūruṣam
61349	yady aṣṭavṛṣo'si sṛjāraso'si
61350	yady asi marudbhyo marudbhyas tvā parikrīṇāmi
61351	yady asi rudrebhyo rudrebhyas tvā parikrīṇāmi
61352	yady asi vasubhyo vasubhyas tvā parikrīṇāmi
61353	yady asi vāruṇī varuṇāya tvā rājñe parikrīṇāmi
61354	yady asi viśvebhyo devebhyo viśvebhyas tvā devebhyaḥ parikrīṇāmi
61355	yady asi saumī somāya tvā rājñe parikrīṇāmi
61356	yady asyāḥ prajā varuṇena guṣpitāḥ
61357	yady asy ādityebhya ādityebhyas tvā parikrīṇāmi
61358	yad yācamānasya carato janāṃ anu
61359	yad yāmaṃ yānti vāyubhiḥ
61360	yad yāmaṃ cakrur nikhananto agre
61361	yad yukto devagandharvaḥ
61362	yad yuñjate maruto rukmavakṣasaḥ
61363	yad yuñjāthe vṛṣaṇam aśvinā ratham
61364	yady unmṛṣṭaṃ yadi vābhimṛṣṭam
61365	yad yuyujre kilāsyaḥ
61366	yad yūyaṃ pṛśnimātaraḥ
61367	yady ṛṇaṃ saṃgaro devatāsu
61368	yady ekavṛṣo'si sṛjāraso'si
61369	yady ekādaśo'si so'podako'si
61370	yady eko'pi gayāṃ vrajet
61371	yady eyatha dvipadī catuṣpadī
61372	yad yogyā aśnavaithe ṛṣīṇām
61373	yad yodhayā mahato manyamānān
61374	yad yoṣit pativratā
61375	yad rājānam akurvata
61376	yad rājāno vibhajante
61377	yad rātriyāt kurute pāpam
61378	yad rātriyā pāpam akārṣam
61379	yad ripraṃ śamalam
61380	yad rudreṇāpibat saha
61381	yad retasā mithunenāpy ātmanā
61382	yad rodasī pradivo asti bhūma
61383	yad rodasī rejamāne
61384	yad rohitam ajanayanta devāḥ
61385	yad va āgaḥ puruṣatā karāma
61386	yad va eṣa karoti tad vaḥ kṛtam asat
61387	yad vaḥ kravyād aṅgam adahat
61388	yad vaḥ krūraṃ manaso yac ca vācaḥ
61389	yad vadāmi madhumat tad vadāmi
61390	yad vamro atisarpati
61391	yad varco gavi kalyāṇe
61392	yad varco hiraṇyasya
61393	yad vardhayantaṃ prathayantam ānuṣak
61394	yad varmī yāti samadām upasthe
61395	yad vaśā māyum akrata
61396	yad vaśāṃ brāhmaṇā abhi
61397	yad vaś citraṃ yuge-yuge
61398	yad vaḥ śrāntāya sunvate
61399	yad vastāv adhi saṃśrutam
61400	yad v asyāparaṃ tad v asya pūrvam
61401	yad vaḥ sahaḥ sahamānāḥ
61402	yad vā u viśpatiḥ śitaḥ
61403	yad vāṃ ratho vibhiṣ patāt
61404	yad vāṃ vṛṣaṇvasū huve
61405	yad vāṃ havanta ubhaye adha spṛdhi
61406	yad vā kapotaḥ padam agnau kṛṇoti
61407	yad vā kṛṇoṣy oṣadhīḥ
61408	yad vā keśeṣu praticakṣaṇe vā
61409	yad vā kṣayo mātur asyā upasthe
61410	yad vā kṣuraḥ parivavarja vapaṃs te
61411	yad vā gṛhān ghoram utā jagāma
61412	yad vā gṛheṣu niṣṭhitam
61413	yad vāg vadanty avicetanāni
61414	yad vā gha trita āptye
61415	yad vā ghā satyam uta yan na vidma
61416	yad vā ghāsya prabhṛtam āsye tṛṇam
61417	yad vāṃ kakṣīvāṃ uta yad vyaśvaḥ
61418	yad vāca om iti yac ca neti
61419	yad vā cakāra niṣṭiyaḥ
61420	yad vācas tṛṣṭaṃ janayanta rebhāḥ
61421	yad vācānṛtam odima
61422	yad vācā yan manasā
61423	yad vā cerima pāpayā
61424	yad vāco madhumat tasmai svāhā
61425	yad vāco yac ca me hṛdaḥ
61426	yad vā jagaj jagaty āhitaṃ padam
61427	yad vā janyam avīvṛdhaḥ
61428	yad vā jāmiṃ jihiṃsima
61429	yad vājāyate punaḥ
61430	yad vājino dāma saṃdānam arvataḥ
61431	yad vājino devajātasya sapteḥ
61432	yad vā jyāyastareṣu ca
61433	yad vātajūto vanā vy asthāt
61434	yad vā talpam upadhānena naḥ saha
61435	yad vā tṛkṣau maghavan druhyāv ā jane
61436	yad vāto apo aganīgan
61437	yad vā tokeṣu tanuṣu prajāsu
61438	yad vā dakṣasya bibhyuṣo abibhyat
61439	yad vādāsyan saṃjagārā janebhyaḥ
61440	yad vā dāsy ārdrahastā samaṅte
61441	yad vā divā nūtanaṃ yat purāṇam
61442	yad vā divi pārye suṣvim indra
61443	yad vā dudroha duritaṃ purāṇam
61444	yad vā duścaritaṃ mama
61445	yad vā deva bhiṣajyathaḥ
61446	yad vā devī sarasvatī
61447	yad vādo rocane divaḥ
61448	yad vādya satyam uta yan na vidma
61449	yad vā dhanaṃ vahator ājagāma
61450	yad vā dhanaṃ dhanakāmo niremiṣe
61451	yad vā nide navamānasya rudriyāḥ
61452	yad vā nṛbhir vṛta indrābhiyudhyāḥ
61453	yad vāṃ tad aśvinā yaśaḥ
61454	yad vāṃ tamo yad ripiśam
61455	yad vāntarikṣāt tad u vāyur eva
61456	yad vāntarikṣe pathibhiḥ patantam
61457	yad vāṃ daṃsobhir aśvinā
61458	yad vānyakṛtam ārima
61459	yad vā nyūnam ihākaram
61460	yad vā pañca kṣitīnāṃ dyumnam ā bhara
61461	yad vā pañca kṣitīnām
61462	yad vā pitāparāddho jihīḍe
61463	yad vā purū purubhujā
61464	yad vā pūrtaṃ pariviṣṭaṃ yad agnau
61465	yad vā pṛthivyāṃ divi
61466	yad vā pṛthivyām adhi
61467	yad vāpy asi samudriyam
61468	yad vā pravṛddha satpate
61469	yad vā prasravaṇe divaḥ
61470	yad vā prāṇaiś cakṣuṣā yac ca śrotreṇa
61471	yad vābhidudrohānṛtam
61472	yad vābhipitve asurā ṛtaṃ yate
61473	yad vā madhyaṃdine divaḥ
61474	yad vām abhibhā atrocuḥ
61475	yad vā marutvaḥ parame sadhasthe
61476	yad vā marutsu mandase sam indubhiḥ
61477	yad vām aśvāvad īmahe
61478	yad vā mitrebhyas tvam
61479	yad vā me aparāgatam
61480	yad vā me api gachati
61481	yad vāṃ pakvaṃ pariviṣṭam agnau
61482	yad vāṃ pajrāso aśvinā havante
61483	yad vāṃ mānāsa ucatham avocan
61484	yad vā yajñaṃ no'dbhutam ā jagāma
61485	yad vā yajñaṃ manave saṃmimikṣathuḥ
61486	yad vā yuktābhyāṃ maghavan haribhyām
61487	yad vā rume ruśame śyāvake kṛpe
61488	yad vārur harasā kṛtam
61489	yad vā vadā anṛtaṃ vittakāmyā
61490	yad vāvantha puruṣṭuta
61491	yad vāvame vṛjane mādayāse
61492	yad vāvame subhagāso divi ṣṭha
61493	yad vā varco gavām uta
61494	yad vā varṣaṃ ghoram aniṣṭam anyat
61495	yad vā varṣasi bhadrayā
61496	yad vā vāṇībhir aśvinā
61497	yad vā vāṇīr anūṣata
61498	yad vāvāna purutamaṃ purāṣāṭ
61499	yad vā vāyunā bhavathaḥ samokasā
61500	yad vāviyūthaṃ saha vṛṣṇyā naḥ
61501	yad vā viṣṇor vikramaṇeṣu tiṣṭhathaḥ
61502	yad vā śakra parāvati
61503	yad vā śepa utānṛtam
61504	yad vā śepiṣe'nṛtam
61505	yad vā samudre adhy ākṛte gṛhe
61506	yad vā samudre andhasaḥ
61507	yad vā samudre andhaso'vited asi
61508	yad vā siktaṃ pra jāyate
61509	yad vāsi rocane divaḥ
61510	yad vāsi sunvato vṛdhaḥ
61511	yad vā sumnebhir ukthyā
61512	yad vā sūyavase tṛṇe
61513	yad vāskandad dhaviṣo yatra-yatra
61514	yad vā skandād ājyasyota viṣṇo
61515	yad vā sthānāt pracyuto yadi vāsuto 'si
61516	yad vā stho adhi turvaśe
61517	yad vā stho adhy ambare
61518	yad vā svadhābhir adhitiṣṭhato ratham
61519	yad vā svarau svadhitau riptam asti
61520	yad vā sve sadane yatra vāsi
61521	yad vāham abhidudroha
61522	yad vā hara upanāhena devāḥ
61523	yad vāhiṣṭhaṃ tad agnaye
61524	yad vijāman paruṣi vandanaṃ bhuvat
61525	yad vidac charyaṇāvati
61526	yad vidvāṃsaś cāvidvāṃsaś cainaś cakṛma tasyāvayajanam asi
61527	yad vidvāṃsā nidhim ivāpagūḍham
61528	yad vidvāṃso yad avidvāṃsaḥ
61529	yad vinaśo na saṃ naśaḥ
61530	yad virūpācaraṃ martyeṣu
61531	yad viśvasṛja āsata
61532	yad viṣṇor ekam uttamam
61533	yad vihavyenejire
61534	yad vīḍayāsi vīḍu tat
61535	yad vīḍāv indra yat sthire
61536	yad vṛkaṃ madhupāvānam
61537	yad vṛkṣo vṛkṇo rohati
61538	yad vṛtraṃ tava cāśanim
61539	yad veda rājā varuṇaḥ
61540	yad veme rodasī anu
61541	yad vai devasya savituḥ pavitram
61542	yad vairahatyam uta bhīmam āsīt
61543	yad vairūpa upahate vyadhve
61544	yad vo agnir ajahād ekam aṅgam
61545	yad vo devā atipādayāni
61546	yad vo devā īmahe tad dadātana
61547	yad vo devā upajīkāḥ
61548	yad vo devā upocire
61549	yad vo devāḥ prapaṇaṃ carāma
61550	yad vo devāś cakṛma jihvayā guru
61551	yad vo devāsa āgure
61552	yad vo devīr upabruve
61553	yad vopavāsane kṛtam
61554	yad vo manaḥ parāgatam
61555	yad vo mudraṃ pitaraḥ somyaṃ ca
61556	yad vo revatī revatyaṃ yad vo haviṣyā haviṣyaṃ yad vo jagatīr jagatyaṃ tenāsmai yajñapataya āśāsānā madhunā madhumatīs saṃpṛcyadhvam
61557	yad vo vayaṃ cakṛmā kac cid āgaḥ
61558	yad vo vayaṃ pramināma vratāni
61559	yad vo'śuddha ālebhe tañ śundhadhvam
61560	yad vo'śuddhāḥ parā jaghnur idaṃ vas tac chundhāmi
61561	yad vratam atipede
61562	yad vrateṣu duritaṃ nijagmima
61563	yaṃ ta āsāno juhute haviṣmān
61564	yantaṃ sumnaṃ riśādasā
61565	yantaṃ no mitrāvaruṇāv adhṛṣṭam
61566	yantā ca me dhartā ca me
61567	yantā nakir vidāyyaḥ
61568	yantā no'vṛkaṃ chardiḥ
61569	yantāraṃ dhīnām uśijaṃ ca vāghatām
61570	yantā rāṭ
61571	yantāro ye maghavāno janānām
61572	yantā vasūni vidhate tanūpāḥ
61573	yantāsi
61574	yantāsi dhartā
61575	yantāsi yachase hastau
61576	yantāsi yamanaḥ
61577	yanti giro na saṃyataḥ
61578	yanti pramādam atandrāḥ
61579	yantu nadayo varṣantu parjanyāḥ
61580	yaṃ tubhyaṃ bhāgam ṛṣabham
61581	yaṃ te agna āvṛścāmi
61582	yaṃ te agnim amanthāma
61583	yaṃ te kāvya uśanā mandinaṃ dāt
61584	yaṃ te devī nirṛtir ā babandha
61585	yaṃ te patim aryamā jāyamānāyai
61586	yaṃ te pūrvaṃ pitā huve
61587	yaṃ te bhagaṃ nicakhnuḥ
61588	yaṃ te bhāgam adhārayan
61589	yaṃ te manthaṃ yam odanam
61590	yaṃ te vahanti harito vahiṣṭhāḥ
61591	yaṃ te śyenaḥ padābharat
61592	yaṃ te śyenaś cārum avṛkaṃ padā
61593	yaṃ te sunoti bhāvayuḥ
61594	yaṃ te suṣāva haryaśvādriḥ
61595	yaṃ te svadāvan svadanti gūrtayaḥ
61596	yaṃ te svadhāvan svadayanti dhenavaḥ
