text	position	sen.id	word.position	word	lemma	lemma.id	pos	case	number	gender	tense	mood	verb.form	person	voice	formation	head.position	label	sublabel	word.semantics	register	time.slot	veda	sakha	group	is.mantra	syntax.status	head.pos	head.word	head.label	citation	sentence
Ṛgveda	84469	584880_1	8	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	7	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	vayām	orphan	ṚV, 6, 57, 5	tām pūṣṇaḥ sumatim vayam vṛkṣasya pra vayām iva indrasya ca ā rabhāmahe
Ṛgveda	84598	584896_1	6	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	5	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	saptī	advcl	ṚV, 6, 59, 3	okivāṃsā sute sacā aśvā saptī iva adane
Ṛgveda	84930	584944_1	4	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	3	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	ADJ	bisakhāḥ	obl	ṚV, 6, 61, 2	iyam śuṣmebhiḥ bisakhāḥ iva arujat sānu girīṇām taviṣebhiḥ ūrmibhiḥ
Ṛgveda	84988	584953_1	3	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	2	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	pūṣā	obl	ṚV, 6, 61, 6	rada pūṣā iva naḥ sanim
Ṛgveda	85022	584959_1	12	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	13	mark	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	sūryaḥ	advcl	ṚV, 6, 61, 9	sā naḥ naḥ viśvāḥ ati dviṣaḥ svasṝḥ anyāḥ ṛtāvarī atan ahā iva sūryaḥ
Ṛgveda	85063	584967_1	11	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	10	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	rathaḥ	obl	ṚV, 6, 61, 13	pra yā mahimnā mahināsu cekite dyumnebhiḥ anyāḥ apasām apastamā rathaḥ iva bṛhatī vibhvane kṛtā upastutyā cikituṣā sarasvatī
Ṛgveda	86999	585173_1	3	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	4	case	_	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	yoṣā	advcl	ṚV, 6, 75, 4	te ācarantī iva yoṣā mātā iva putram bibhṛtām upasthe
Ṛgveda	87002	585173_1	6	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	5	mark	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	mātā	advcl	ṚV, 6, 75, 4	te ācarantī iva yoṣā mātā iva putram bibhṛtām upasthe
Ṛgveda	87767	585266_1	8	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	9	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	dhenuḥ	acl	ṚV, 7, 2, 6	uta yoṣaṇe divye mahī uṣāsānaktā su dughā iva dhenuḥ barhiṣadā puru hūte maghonī ā yajñiye suvitāya śrayetām
Ṛgveda	87943	585284_1	13	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	12	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	senā	obl	ṚV, 7, 3, 4	vi yasya te pṛthivyām pājaḥ aśret tṛṣu yat annā samavṛkta jambhaiḥ senā iva sṛṣṭā prasitiḥ te eti
Ṛgveda	91104	585638_1	7	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	6	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	dhuri	orphan	ṚV, 7, 24, 5	eṣa stomaḥ mahe ugrāya vāhe dhuri iva atyaḥ na vājayan adhāyi
Ṛgveda	91116	585639_2	2	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	3	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	dyām	obl	ṚV, 7, 24, 5	divi iva dyām adhi naḥ śromatam dhāḥ
Ṛgveda	91638	585691_2	7	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	6	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	pitā	obl	ṚV, 7, 29, 4	tvam naḥ indra asi pramatiḥ pitā iva
Ṛgveda	92223	585769_1	6	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	7	case	_	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	dhenavaḥ	obl	ṚV, 7, 32, 22	abhi tvā śūra nonumaḥ adugdhāḥ iva dhenavaḥ īśānam asya jagataḥ svar dṛśam īśānam indra tasthuṣaḥ
Ṛgveda	92352	585785_2	1	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	7	advmod	_	97727	metrical	1-RV	RV	Śākala	S	FALSE	gold	VERB	jaghāna	root	ṚV, 7, 33, 3	iva id nu kam bhedam ebhiḥ jaghāna
Ṛgveda	92389	585789_1	3	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	5	mark	sim	132728	metrical	1-RV	RV	Śākala	S	FALSE	gold	ADJ	tṛṣṇajaḥ	advcl	ṚV, 7, 33, 5	ud dyām iva id tṛṣṇajaḥ nāthitāsaḥ adīdhayuḥ vṛtāsaḥ
Ṛgveda	92404	585791_1	2	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	1	case	sim	132728	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	daṇḍāḥ	obl	ṚV, 7, 33, 6	daṇḍāḥ iva id go ajanāsaḥ āsan paricchinnāḥ bharatāḥ arbhakāsaḥ
Ṛgveda	92441	585795_1	2	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	3	case	sim	132728	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	vakṣathaḥ	root	ṚV, 7, 33, 8	sūryasya iva vakṣathaḥ jyotiḥ eṣām
Ṛgveda	92446	585795_2	2	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	1	case	sim	132728	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	samudrasya	obl	ṚV, 7, 33, 8	samudrasya iva mahimā gabhīraḥ
Ṛgveda	92450	585796_1	2	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	3	case	sim	132728	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	prajavaḥ	obl	ṚV, 7, 33, 8	vātasya iva prajavaḥ na anyena stomaḥ vasiṣṭhāḥ anvetave vaḥ
Ṛgveda	92613	585813_1	5	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	4	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	ahā	obl	ṚV, 7, 34, 5	abhi pra sthāta ahā iva yajñam
Ṛgveda	92616	585813_2	2	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	1	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	yātā	obl	ṚV, 7, 34, 5	yātā iva patman tmanā hinota
Ṛgveda	94045	585956_1	6	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	5	mark	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	dadhikrāvā	advcl	ṚV, 7, 41, 6	sam adhvarāya uṣasaḥ namanta dadhikrāvā iva śucaye padāya
Ṛgveda	94054	585957_1	7	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	8	mark	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	aśvāḥ	advcl	ṚV, 7, 41, 6	arvācīnam vasu vidam bhagam naḥ ratham iva aśvāḥ vājinaḥ vahantu
Ṛgveda	95032	586061_3	2	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	1	mark	sim	132728	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	pitā	advcl	ṚV, 7, 54, 2	pitā iva putrān prati naḥ juṣasva
Ṛgveda	95073	586067_1	8	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	10	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	ṛṣṭayaḥ	obl	ṚV, 7, 55, 2	yat arjuna sārameya dataḥ piśaṅga yacchase vi iva bhrājante ṛṣṭayaḥ upa srakveṣu bapsataḥ
Ṛgveda	97074	586301_1	5	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	4	mark	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	ADJ	pūrvagatvā	advcl	ṚV, 7, 67, 7	eṣa sya vām pūrvagatvā iva sakhye nidhiḥ hitaḥ mādhvī rātaḥ asme
Ṛgveda	97951	586400_1	6	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	5	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	rathāḥ	obl	ṚV, 7, 74, 6	pra ye yayuḥ avṛkāsaḥ rathāḥ iva nṛ pātāraḥ janānām uta svena śavasā śūśuvuḥ naraḥ uta kṣiyanti su kṣitim
Ṛgveda	100382	586674_1	3	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	2	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	rathyā	obl	ṚV, 7, 95, 1	prabābadhānā rathyā iva yāti viśvāḥ apaḥ mahinā sindhuḥ anyāḥ
Ṛgveda	100578	586699_2	15	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	14	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	pitā	obl	ṚV, 7, 97, 2	bṛhaspatiḥ naḥ mahe ā sakhāyaḥ yathā bhavema mīḍhuṣe anāgāḥ yaḥ naḥ dātā parāvataḥ pitā iva
Ṛgveda	101850	586838_1	9	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	8	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	pātrā	obl	ṚV, 7, 104, 21	abhi id u śakraḥ paraśuḥ yathā vanam pātrā iva bhindan satas eti rakṣasaḥ
Ṛgveda	101871	586840_1	2	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	1	case	_	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	dṛṣadā	advcl	ṚV, 7, 104, 22	dṛṣadā iva pra mṛṇa rakṣaḥ indra
Ṛgveda	102114	586871_1	4	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	3	case	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	ADJ	niṣṭyāḥ	root	ṚV, 8, 1, 13	mā bhūma niṣṭyāḥ iva indra tvat araṇāḥ iva
Ṛgveda	102118	586871_1	8	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	7	case	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	ADJ	araṇāḥ	conj	ṚV, 8, 1, 13	mā bhūma niṣṭyāḥ iva indra tvat araṇāḥ iva
Ṛgveda	102181	586880_1	3	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	2	case	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	vastrā	obl	ṚV, 8, 1, 17	gavyā vastrā iva vāsayantaḥ id naraḥ niḥ dhukṣan vakṣaṇābhyaḥ
Ṛgveda	102326	586897_1	8	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	7	case	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	ADJ	pāḥ	obl	ṚV, 8, 1, 26	pibā tu asya girvaṇaḥ sutasya pūrva pāḥ iva
Ṛgveda	102446	586912_1	7	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	6	mark	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	naḍāḥ	advcl	ṚV, 8, 1, 33	adha ukṣaṇaḥ daśa mahyam ruśantaḥ naḍāḥ iva sarasaḥ niḥ atiṣṭhan
Ṛgveda	102676	586951_2	6	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	5	case	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	ADJ	mahāṁ	obl	ṚV, 8, 2, 19	mā hṛṇīthāḥ abhi asmān mahāṁ iva yuva jāniḥ
Ṛgveda	102689	586953_2	6	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	7	case	sim	132728	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	jāmātā	obl	ṚV, 8, 2, 20	sāyam karat āre asmat aśrīraḥ iva jāmātā
Ṛgveda	102877	587005_1	6	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	5	case	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	samudraḥ	obl	ṚV, 8, 3, 4	ayam sahasram ṛṣibhiḥ sahaskṛtaḥ samudraḥ iva paprathe
Ṛgveda	103042	587027_1	14	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	13	case	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	rathāḥ	obl	ṚV, 8, 3, 15	ud u tye madhumattamāḥ giraḥ stomāsaḥ īrate satrājitaḥ dhanasāḥ akṣita ūtayaḥ vājayantaḥ rathāḥ iva
Ṛgveda	103044	587029_1	2	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	1	case	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	kaṇvāḥ	obl	ṚV, 8, 3, 16	kaṇvāḥ iva bhṛgavaḥ sūryāḥ iva viśvam id dhītam ānaśuḥ
Ṛgveda	103047	587029_1	5	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	4	case	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	sūryāḥ	acl	ṚV, 8, 3, 16	kaṇvāḥ iva bhṛgavaḥ sūryāḥ iva viśvam id dhītam ānaśuḥ
Ṛgveda	103951	587173_1	6	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	7	mark	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	sindhavaḥ	advcl	ṚV, 8, 6, 4	sam asya manyave namanta samudrāya iva sindhavaḥ
Ṛgveda	104016	587186_1	11	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	10	case	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	sūryaḥ	obl	ṚV, 8, 6, 10	aham id hi pituḥ pari medhām ṛtasya jagrabha aham sūryaḥ iva ajani
Ṛgveda	104128	587206_1	10	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	9	case	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	dharmā	orphan	ṚV, 8, 6, 20	yāḥ indra prasvaḥ tvā āsā garbham acakriran pari dharmā iva sūryam
Ṛgveda	104278	587235_1	5	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	6	mark	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	sindhavaḥ	advcl	ṚV, 8, 6, 35	indram ukthāni vāvṛdhuḥ samudram iva sindhavaḥ anutta manyum ajaram
Ṛgveda	105649	587460_1	6	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	5	case	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	rathāṁ	obl	ṚV, 8, 12, 3	yena sindhum mahīḥ apaḥ rathāṁ iva pracodayaḥ panthām ṛtasya yātave tam īmahe
Ṛgveda	105671	587463_2	2	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	1	case	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	samudraḥ	obl	ṚV, 8, 12, 5	samudraḥ iva pinvate
Ṛgveda	106089	587532_1	8	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	7	case	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	vayāḥ	obl	ṚV, 8, 13, 6	stotā yat te vicarṣaṇiḥ atipraśardhayat giraḥ vayāḥ iva anu rohate juṣanta yat
Ṛgveda	106227	587554_1	5	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	4	case	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	vayāḥ	obl	ṚV, 8, 13, 17	indram kṣoṇīḥ avardhayan vayāḥ iva
Ṛgveda	106520	587605_1	4	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	2	mark	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	ūrmiḥ	advcl	ṚV, 8, 14, 10	apām ūrmiḥ madan iva stomaḥ indra ajirāyate
Ṛgveda	107752	587804_1	8	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	7	case	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	vayāḥ	obl	ṚV, 8, 19, 33	yasya te agne anye agnayaḥ upakṣitaḥ vayāḥ iva
Ṛgveda	108411	587893_2	4	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	3	case	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	pitā	obl	ṚV, 8, 21, 14	āt id pitā iva hūyase
Ṛgveda	108535	587909_1	8	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	7	case	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	dhenuḥ	obl	ṚV, 8, 22, 4	asmān acchā sumatiḥ vām patī ā dhenuḥ iva dhāvatu
Ṛgveda	108693	587931_1	7	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	6	case	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	pitā	obl	ṚV, 8, 22, 15	rathena aśvinā vā sakṣaṇī huve pitā iva
Ṛgveda	108861	587959_1	9	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	8	case	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	aśvāḥ	obl	ṚV, 8, 23, 11	agne tava tye ajara indhānāsaḥ bṛhat bhās aśvāḥ iva vṛṣaṇaḥ taviṣīyavaḥ
Ṛgveda	109155	588008_1	4	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	5	mark	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	vrajam	advcl	ṚV, 8, 24, 6	ā tvā gobhiḥ iva vrajam gīrbhiḥ ṛṇomi adrivas
Ṛgveda	111608	588395_1	9	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	8	case	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	sūryāḥ	obl	ṚV, 8, 34, 17	ye ṛjrāḥ vāta raṃhasaḥ aruṣāsaḥ raghuṣyadaḥ bhrājante sūryāḥ iva
Ṛgveda	112879	588538_1	14	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	13	case	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	gāḥ	obl	ṚV, 8, 41, 1	asmai u su prabhūtaye varuṇāya marudbhyaḥ arca viduṣṭarebhyaḥ yaḥ dhītā mānuṣāṇām paśvaḥ gāḥ iva iva rakṣati
Ṛgveda	112880	588538_1	15	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	13	case	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	gāḥ	obl	ṚV, 8, 41, 1	asmai u su prabhūtaye varuṇāya marudbhyaḥ arca viduṣṭarebhyaḥ yaḥ dhītā mānuṣāṇām paśvaḥ gāḥ iva iva rakṣati
Ṛgveda	113326	588603_1	10	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	9	mark	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	gāvaḥ	advcl	ṚV, 8, 43, 17	uta tvā agne mama stutaḥ vāśrāya pratiharyate goṣṭham gāvaḥ iva āśata
Ṛgveda	113754	588685_1	6	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	7	mark	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	sindhavaḥ	advcl	ṚV, 8, 44, 25	agne dhṛta vratāya te samudrāya iva sindhavaḥ giraḥ vāśrāsaḥ īrate
Ṛgveda	114936	588864_1	7	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	8	mark	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	spaśaḥ	advcl	ṚV, 8, 47, 11	ādityāḥ ava hi khyata adhi kūlāt iva spaśaḥ
Ṛgveda	115161	588886_2	2	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	1	mark	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	pitā	advcl	ṚV, 8, 48, 4	pitā iva sūnave su śevaḥ sakhā iva sakhye
Ṛgveda	115166	588886_2	7	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	6	mark	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	sakhā	advcl	ṚV, 8, 48, 4	pitā iva sūnave su śevaḥ sakhā iva sakhye
Ṛgveda	115208	588892_1	7	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	8	case	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	rāyaḥ	obl	ṚV, 8, 48, 7	iṣireṇa te manasā sutasya bhakṣīmahi pitryasya iva rāyaḥ
Ṛgveda	115217	588893_1	8	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	9	mark	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	sūryaḥ	advcl	ṚV, 8, 48, 7	soma rājan pra naḥ āyūṃṣi tārīḥ ahāni iva sūryaḥ vāsarāṇi
Ṛgveda	115394	588910_1	14	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	13	discourse	_	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NUM	sahasreṇa	obl	ṚV, 8, 49, 1	abhi pra su rādhasam indram arca yathā vide yaḥ jaritṛbhyaḥ maghavā purūvasuḥ sahasreṇa iva śikṣati
Ṛgveda	115398	588912_1	3	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	2	case	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	anīkā	obl	ṚV, 8, 49, 2	śata anīkā iva pra jigāti dhṛṣṇuyā
Ṛgveda	115406	588913_1	2	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	4	case	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	rasāḥ	obl	ṚV, 8, 49, 2	gireḥ iva pra rasāḥ asya pinvire datrāṇi puru bhojasaḥ
Ṛgveda	115564	588935_1	16	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	15	mark	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	dughāḥ	advcl	ṚV, 8, 50, 3	yat īm sutāsaḥ indavaḥ abhi priyam amandiṣuḥ āpaḥ na dhāyi savanam me ā vaso dughāḥ iva upa dāśuṣe
Ṛgveda	115894	588977_1	5	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	7	mark	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	duhaḥ	advcl	ṚV, 8, 52, 4	tam tvā vayam sudughām iva go duhaḥ juhūmasi śravasyavaḥ
Ṛgveda	120853	589740_1	6	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	5	case	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	mitram	obl	ṚV, 8, 84, 1	preṣṭham vaḥ atithim stuṣe mitram iva priyam agnim ratham na vedyam
Ṛgveda	121566	589841_1	2	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	1	discourse	_	132728	metrical	2-MA	RV	Śākala	S	FALSE	gold	ADV	śanais	advmod	ṚV, 8, 91, 3	śanais iva śanakais iva indrāya indo pari srava
Ṛgveda	121568	589841_1	4	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	3	discourse	_	132728	metrical	2-MA	RV	Śākala	S	FALSE	gold	ADV	śanakais	conj	ṚV, 8, 91, 3	śanais iva śanakais iva indrāya indo pari srava
Ṛgveda	121862	589892_1	6	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	7	mark	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	sindhavaḥ	advcl	ṚV, 8, 92, 22	ā tvā viśantu indavaḥ samudram iva sindhavaḥ
Ṛgveda	122430	589997_1	3	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	2	case	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	āpaḥ	obl	ṚV, 8, 94, 7	tiras āpaḥ iva sridhaḥ arṣanti pūta dakṣasaḥ
Ṛgveda	122492	590008_1	5	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	4	case	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	ADJ	rathīḥ	obl	ṚV, 8, 95, 1	ā tvā giraḥ rathīḥ iva asthuḥ suteṣu girvaṇaḥ
Ṛgveda	123450	590126_1	2	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	1	mark	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	VERB	śrāyantaḥ	advcl	ṚV, 8, 99, 3	śrāyantaḥ iva sūryam viśvā id indrasya bhakṣata
Ṛgveda	124060	590204_1	6	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	7	case	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	bhujim	obl	ṚV, 8, 102, 6	ā savam savituḥ yathā bhagasya iva bhujim huve agnim samudra vāsasam
Ṛgveda	124155	590223_1	8	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	7	case	sim	_	metrical	2-MA	RV	Śākala	S	FALSE	gold	NOUN	sūryaḥ	obl	ṚV, 8, 102, 15	padam devasya mīḍhuṣaḥ anādhṛṣṭābhiḥ ūtibhiḥ bhadrā sūryaḥ iva upadṛś
Ṛgveda	125003	590379_1	3	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	4	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	ADJ	vājinam	obl	ṚV, 9, 6, 6	yam atyam iva vājinam mṛjanti yoṣaṇaḥ daśa vane krīḍantam atyavim tam gobhiḥ vṛṣaṇam rasam madāya deva vītaye sutam bharāya sam sṛja
Ṛgveda	125335	590441_1	4	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	3	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	rathāḥ	obl	ṚV, 9, 10, 1	pra svānāsaḥ rathāḥ iva arvantaḥ na śravasyavaḥ somāsaḥ rāye akramuḥ
Ṛgveda	125344	590442_1	3	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	2	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	rathāḥ	obl	ṚV, 9, 10, 2	hinvānāsaḥ rathāḥ iva dadhanvire gabhastyoḥ
Ṛgveda	125349	590443_1	3	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	2	case	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	ADJ	kāriṇām	root	ṚV, 9, 10, 2	bharāsaḥ kāriṇām iva
Ṛgveda	125914	590561_1	3	iva	iva	63807	PART	Ind	_	_	_	_	_	_	_	_	4	mark	sim	_	metrical	1-RV	RV	Śākala	S	FALSE	gold	NOUN	sindhavaḥ	advcl	ṚV, 9, 17, 1	pra nimnena iva sindhavaḥ ghnantaḥ vṛtrāṇi bhūrṇayaḥ somāḥ asṛgram āśavaḥ
